ID,PARENT__C,NAME,EXT,NAME2
a02d000000HfK1XAAV,a02d000000HfL0zAAF,2970,2,3564
a02d000000HfK1YAAV,a02d000000HfL1bAAF,2970,3,3564
a02d000000HfK1ZAAV,a02d000000HfKzoAAF,2980,,3576
a02d000000HfK1aAAF,a02d000000HfL2yAAF,2990,1,3588
a02d000000HfK1bAAF,a02d000000HfKzqAAF,70,1,84
a02d000000HfK1cAAF,a02d000000MbYwzAAF,80,1,96
a02d000000HfK1dAAF,a02d000000HfL6VAAV,90,,108
a02d000000HfK1eAAF,a02d000000HfL2NAAV,90,1,108
a02d000000HfK1fAAF,a02d000000HfL6sAAF,90,2,108
a02d000000HfK1gAAF,a02d000000HfL70AAF,90,3,108
a02d000000HfK1hAAF,a02d000000HfL70AAF,90,4,108
a02d000000HfK1iAAF,a02d000000HfL5pAAF,100,1,120
a02d000000HfK1jAAF,a02d000000HfL5pAAF,101,,121
a02d000000HfK1kAAF,a02d000000HfKzqAAF,110,1,132
a02d000000HfK1lAAF,a02d000000HfL1oAAF,130,1,156
a02d000000HfK1mAAF,a02d000000HfKzqAAF,140,1,168
a02d000000HfK1nAAF,a02d000000HfL1tAAF,150,1,180
a02d000000HfK1oAAF,a02d000000HfL2VAAV,160,1,192
a02d000000HfK1pAAF,a02d000000HfL29AAF,190,1,228
a02d000000HfK1qAAF,a02d000000LoGoQAAV,191,1,229
a02d000000HfK1rAAF,a02d000000HfL29AAF,200,1,240
a02d000000HfK1sAAF,a02d000000HfL1LAAV,210,,252
a02d000000HfK1tAAF,a02d000000LoGoQAAV,210,1,252
a02d000000HfK1uAAF,a02d000000HfL7EAAV,210,2,252
a02d000000HfK1vAAF,a02d000000HfL5YAAV,210,3,252
a02d000000HfK1wAAF,a02d000000HfL29AAF,210,4,252
a02d000000HfK1xAAF,a02d000000HfL1LAAV,214,,257
a02d000000HfK1yAAF,a02d000000HfL29AAF,220,1,264
a02d000000HfK1zAAF,a02d000000HfKzeAAF,230,1,276
a02d000000HfK20AAF,a02d000000HfL1rAAF,240,1,288
a02d000000HfK21AAF,a02d000000HfL2TAAV,250,1,300
a02d000000HfK22AAF,a02d000000HfKzeAAF,260,1,312
a02d000000HfK23AAF,a02d000000HfL1tAAF,270,1,324
a02d000000HfK24AAF,a02d000000HfKzeAAF,280,1,336
a02d000000HfK25AAF,a02d000000HfL2PAAV,290,,348
a02d000000HfK26AAF,a02d000000NKUXvAAP,290,1,348
a02d000000HfK27AAF,a02d000000HfL5jAAF,290,2,348
a02d000000HfK28AAF,a02d000000HfL15AAF,290,3,348
a02d000000HfK29AAF,a02d000000HfL5KAAV,290,4,348
a02d000000HfK2AAAV,a02d000000HfL1rAAF,300,3,360
a02d000000HfK2BAAV,a02d000000HfL1rAAF,400,3,480
a02d000000HfK2CAAV,a02d000000HfL1rAAF,400,4,480
a02d000000HfK2DAAV,a02d000000LoGoVAAV,400,5,480
a02d000000HfK2EAAV,a02d000000HfL1uAAF,405,,486
a02d000000HfK2FAAV,a02d000000HfL1oAAF,300,4,360
a02d000000HfK2GAAV,a02d000000HfL26AAF,300,5,360
a02d000000HfK2HAAV,a02d000000HfL2TAAV,310,,372
a02d000000HfK2IAAV,a02d000000HfKzeAAF,310,1,372
a02d000000HfK2JAAV,a02d000000HfL5jAAF,320,,384
a02d000000HfK2KAAV,a02d000000HfL7AAAV,320,1,384
a02d000000HfK2LAAV,a02d000000HfL1vAAF,320,2,384
a02d000000HfK2MAAV,a02d000000HfL7AAAV,320,3,384
a02d000000HfK2NAAV,a02d000000HfL5KAAV,320,4,384
a02d000000HfK2OAAV,a02d000000HfL7AAAV,320,5,384
a02d000000HfK2PAAV,a02d000000HfL7AAAV,320,6,384
a02d000000HfK2QAAV,a02d000000HfL5jAAF,320,7,384
a02d000000HfK2RAAV,a02d000000HfL7AAAV,321,,385
a02d000000HfK2SAAV,a02d000000HfL7AAAV,321,1,385
a02d000000HfK2TAAV,a02d000000HfL26AAF,321,2,385
a02d000000HfK2UAAV,a02d000000HfL5TAAV,321,3,385
a02d000000HfK2VAAV,a02d000000HfL1tAAF,330,1,396
a02d000000HfK2WAAV,a02d000000HfL6WAAV,340,1,408
a02d000000HfK2XAAV,a02d000000NKoZGAA1,340,2,408
a02d000000HfK2YAAV,a02d000000HfL5KAAV,340,3,408
a02d000000HfK2ZAAV,a02d000000NLOrTAAX,340,4,408
a02d000000HfK2aAAF,a02d000000NLOrYAAX,340,5,408
a02d000000HfK2bAAF,a02d000000NKoZBAA1,340,6,408
a02d000000HfK2cAAF,a02d000000NLOrTAAX,340,7,408
a02d000000HfK2dAAF,a02d000000HfL6WAAV,340,8,408
a02d000000HfK2eAAF,a02d000000HfL6WAAV,340,9,408
a02d000000HfK2fAAF,a02d000000HfL1hAAF,350,1,420
a02d000000HfK2gAAF,a02d000000HfL1uAAF,350,2,420
a02d000000HfK2hAAF,a02d000000LoGoVAAV,350,3,420
a02d000000HfK2iAAF,a02d000000HfL1hAAF,350,4,420
a02d000000HfK2jAAF,a02d000000HfL1uAAF,350,5,420
a02d000000HfK2kAAF,a02d000000HfL5YAAV,350,6,420
a02d000000HfK2lAAF,a02d000000HfL1hAAF,351,,421
a02d000000HfK2mAAF,a02d000000HfL1LAAV,351,1,421
a02d000000HfK2nAAF,a02d000000HfL1hAAF,351,2,421
a02d000000HfK2oAAF,a02d000000HfL5YAAV,351,4,421
a02d000000HfK2pAAF,a02d000000HfL29AAF,360,1,432
a02d000000HfK2qAAF,a02d000000HfL2VAAV,370,1,444
a02d000000HfK2rAAF,a02d000000HfL5KAAV,370,2,444
a02d000000HfK2sAAF,a02d000000HfKzqAAF,380,1,456
a02d000000HfK2tAAF,a02d000000HfL5gAAF,390,1,468
a02d000000HfK2uAAF,a02d000000NKfsRAAT,390,2,468
a02d000000HfK2vAAF,a02d000000HfL2NAAV,390,3,468
a02d000000HfK2wAAF,a02d000000HfL1rAAF,400,1,480
a02d000000HfK2xAAF,a02d000000HfL1uAAF,400,2,480
a02d000000HfK2yAAF,a02d000000HfL70AAF,410,,492
a02d000000HfK2zAAF,a02d000000HfL4cAAF,60050,3,72060
a02d000000HfK30AAF,a02d000000HfL4cAAF,60050,4,72060
a02d000000HfK31AAF,a02d000000HfL4cAAF,60050,5,72060
a02d000000HfK32AAF,a02d000000HfL3tAAF,60060,,72072
a02d000000HfK33AAF,a02d000000HfL6XAAV,410,1,492
a02d000000HfK34AAF,a02d000000HfL70AAF,410,2,492
a02d000000HfK35AAF,a02d000000HfL5KAAV,410,3,492
a02d000000HfK36AAF,a02d000000HfL5gAAF,410,4,492
a02d000000HfK37AAF,a02d000000HfL6XAAV,410,5,492
a02d000000HfK38AAF,a02d000000HfL6VAAV,410,6,492
a02d000000HfK39AAF,a02d000000HfL6XAAV,410,7,492
a02d000000HfK3AAAV,a02d000000HfL5gAAF,410,8,492
a02d000000HfK3BAAV,a02d000000HfL1tAAF,410,9,492
a02d000000HfK3CAAV,a02d000000HfL6XAAV,410,10,492
a02d000000HfK3DAAV,a02d000000HfL1fAAF,411,1,493
a02d000000HfK3EAAV,a02d000000HfL1fAAF,411,3,493
a02d000000HfK3FAAV,a02d000000HfL6XAAV,412,,494
a02d000000HfK3GAAV,a02d000000HfL1gAAF,413,,496
a02d000000HfK3HAAV,a02d000000HfKz9AAF,414,,497
a02d000000HfK3IAAV,a02d000000HfL09AAF,420,1,504
a02d000000HfK3JAAV,a02d000000HfL2VAAV,420,2,504
a02d000000HfK3KAAV,a02d000000HfL1tAAF,420,3,504
a02d000000HfK3LAAV,a02d000000HfL1tAAF,420,4,504
a02d000000HfK3MAAV,a02d000000HfKz9AAF,420,5,504
a02d000000HfK3NAAV,a02d000000HfL09AAF,420,6,504
a02d000000HfK3OAAV,a02d000000HfL09AAF,420,7,504
a02d000000HfK3PAAV,a02d000000HfL2VAAV,425,,510
a02d000000HfK3QAAV,a02d000000HfL09AAF,426,,511
a02d000000HfK3RAAV,a02d000000HfL1tAAF,430,1,516
a02d000000HfK3SAAV,a02d000000HfL2VAAV,430,2,516
a02d000000HfK3TAAV,a02d000000HfKz9AAF,430,3,516
a02d000000HfK3UAAV,a02d000000HfL09AAF,430,4,516
a02d000000HfK3VAAV,a02d000000HfL09AAF,430,5,516
a02d000000HfK3WAAV,a02d000000HfL2NAAV,440,1,528
a02d000000HfK3XAAV,a02d000000HfL1gAAF,440,2,528
a02d000000HfK3YAAV,a02d000000HfKzeAAF,450,1,540
a02d000000HfK3ZAAV,a02d000000HfL5gAAF,450,3,540
a02d000000HfK3aAAF,a02d000000HfL2NAAV,450,4,540
a02d000000HfK3bAAF,a02d000000MbYwzAAF,460,,552
a02d000000HfK3cAAF,a02d000000HfL26AAF,460,1,552
a02d000000HfK3dAAF,a02d000000HfL5jAAF,460,2,552
a02d000000HfK3eAAF,a02d000000HfL29AAF,460,3,552
a02d000000HfK3fAAF,a02d000000HfL6YAAV,470,1,564
a02d000000HfK3gAAF,a02d000000HfL6YAAV,471,,565
a02d000000HfK3hAAF,a02d000000HfL29AAF,480,1,576
a02d000000HfK3iAAF,a02d000000HfL29AAF,490,1,588
a02d000000HfK3jAAF,a02d000000HfL1uAAF,490,2,588
a02d000000HfK3kAAF,a02d000000HfL7EAAV,490,3,588
a02d000000HfK3lAAF,a02d000000HfL29AAF,490,4,588
a02d000000HfK3mAAF,a02d000000HfL1hAAF,500,1,600
a02d000000HfK3nAAF,a02d000000HfL1uAAF,500,2,600
a02d000000HfK3oAAF,a02d000000HfL1oAAF,500,3,600
a02d000000HfK3pAAF,a02d000000HfL23AAF,500,4,600
a02d000000HfK3qAAF,a02d000000HfL1oAAF,500,5,600
a02d000000HfK3rAAF,a02d000000HfL29AAF,500,6,600
a02d000000HfK3sAAF,a02d000000HfL1uAAF,500,7,600
a02d000000HfK3tAAF,a02d000000HfL29AAF,510,,612
a02d000000HfK3uAAF,a02d000000HfL29AAF,510,1,612
a02d000000HfK3vAAF,a02d000000HfL7EAAV,510,2,612
a02d000000HfK3wAAF,a02d000000HfL2NAAV,580,1,696
a02d000000HfK3xAAF,a02d000000HfL2NAAV,590,1,708
a02d000000HfK3yAAF,a02d000000HfKzBAAV,600,1,720
a02d000000HfK3zAAF,a02d000000HfL5qAAF,600,3,720
a02d000000HfK40AAF,a02d000000HfKzBAAV,600,4,720
a02d000000HfK41AAF,a02d000000HfKzBAAV,610,1,732
a02d000000HfK42AAF,a02d000000HfL5YAAV,610,2,732
a02d000000HfK43AAF,a02d000000HfL5qAAF,610,3,732
a02d000000HfK44AAF,a02d000000MbYx0AAF,610,4,732
a02d000000HfK45AAF,a02d000000HfKzBAAV,610,5,732
a02d000000HfK46AAF,a02d000000HfL5qAAF,610,6,732
a02d000000HfK47AAF,a02d000000HfL5qAAF,610,7,732
a02d000000HfK48AAF,a02d000000HfKzlAAF,611,2,733
a02d000000HfK49AAF,a02d000000HfKzBAAV,612,,734
a02d000000HfK4AAAV,a02d000000MbYx0AAF,620,1,744
a02d000000HfK4BAAV,a02d000000MbYx0AAF,620,2,744
a02d000000HfK4CAAV,a02d000000HfKzBAAV,620,3,744
a02d000000HfK4DAAV,a02d000000HfL0sAAF,623,,748
a02d000000HfK4EAAV,a02d000000MbYx0AAF,630,1,756
a02d000000HfK4FAAV,a02d000000HfKzBAAV,631,,757
a02d000000HfK4GAAV,a02d000000HfKzBAAV,650,1,780
a02d000000HfK4HAAV,a02d000000HfKzBAAV,650,2,780
a02d000000HfK4IAAV,a02d000000HfL1hAAF,670,1,804
a02d000000HfK4JAAV,a02d000000HfL1rAAF,680,1,816
a02d000000HfK4KAAV,a02d000000HfL5KAAV,680,2,816
a02d000000HfK4LAAV,a02d000000HfL1rAAF,690,1,828
a02d000000HfK4MAAV,a02d000000HfL6uAAF,700,1,840
a02d000000HfK4NAAV,a02d000000NL6i4AAD,700,2,840
a02d000000HfK4OAAV,a02d000000HfL2zAAF,700,3,840
a02d000000HfK4PAAV,a02d000000HfL6uAAF,700,4,840
a02d000000HfK4QAAV,a02d000000HfL1bAAF,700,5,840
a02d000000HfK4RAAV,a02d000000HfL1bAAF,700,6,840
a02d000000HfK4SAAV,a02d000000HfL6uAAF,701,1,841
a02d000000HfK4TAAV,a02d000000HfL6vAAF,710,1,852
a02d000000HfK4UAAV,a02d000000HfL1bAAF,710,2,852
a02d000000HfK4VAAV,a02d000000HfL6vAAF,711,1,853
a02d000000HfK4WAAV,a02d000000NL6i9AAD,720,1,864
a02d000000HfK4XAAV,a02d000000NL6hzAAD,720,2,864
a02d000000HfK4YAAV,a02d000000HfL0PAAV,720,3,864
a02d000000HfK4ZAAV,a02d000000HfL1bAAF,720,4,864
a02d000000HfK4aAAF,a02d000000HfL1bAAF,730,1,876
a02d000000HfK4bAAF,a02d000000NL6iAAAT,740,1,888
a02d000000HfK4cAAF,a02d000000MbYwzAAF,750,1,900
a02d000000HfK4dAAF,a02d000000HfKzgAAF,750,2,900
a02d000000HfK4eAAF,a02d000000HfL1hAAF,760,1,912
a02d000000HfK4fAAF,a02d000000HfL0EAAV,790,1,948
a02d000000HfK4gAAF,a02d000000HfL1PAAV,800,1,960
a02d000000HfK4hAAF,a02d000000HfL0zAAF,800,2,960
a02d000000HfK4iAAF,a02d000000HfL1NAAV,820,1,984
a02d000000HfK4jAAF,a02d000000HfL1MAAV,850,1,1020
a02d000000HfK4kAAF,a02d000000HfL5pAAF,860,1,1032
a02d000000HfK4lAAF,a02d000000HfL5pAAF,870,1,1044
a02d000000HfK4mAAF,a02d000000HfL5pAAF,900,1,1080
a02d000000HfK4nAAF,a02d000000HfL0xAAF,900,2,1080
a02d000000HfK4oAAF,a02d000000HfL5YAAV,900,3,1080
a02d000000HfK4pAAF,a02d000000HfL6pAAF,900,4,1080
a02d000000HfK4qAAF,a02d000000HfL6pAAF,900,5,1080
a02d000000HfK4rAAF,a02d000000HfL1MAAV,910,1,1092
a02d000000HfK4sAAF,a02d000000HfL1MAAV,920,1,1104
a02d000000HfK4tAAF,a02d000000HfL1MAAV,920,3,1104
a02d000000HfK4uAAF,a02d000000HfL1MAAV,930,1,1116
a02d000000HfK4vAAF,a02d000000HfKzBAAV,940,1,1128
a02d000000HfK4wAAF,a02d000000HfL2PAAV,950,1,1140
a02d000000HfK4xAAF,a02d000000HfKzBAAV,960,1,1152
a02d000000HfK4yAAF,a02d000000HfL1MAAV,990,1,1188
a02d000000HfK4zAAF,a02d000000HfL7RAAV,1000,,1200
a02d000000HfK50AAF,a02d000000HfL2nAAF,1000,1,1200
a02d000000HfK51AAF,a02d000000HfL14AAF,1000,2,1200
a02d000000HfK52AAF,a02d000000HfL7RAAV,1000,3,1200
a02d000000HfK53AAF,a02d000000HfL7PAAV,1020,1,1224
a02d000000HfK54AAF,a02d000000HfL14AAF,1020,2,1224
a02d000000HfK55AAF,a02d000000HfL7PAAV,1020,3,1224
a02d000000HfK56AAF,a02d000000HfL6iAAF,1030,1,1236
a02d000000HfK57AAF,a02d000000HfL14AAF,1030,2,1236
a02d000000HfK58AAF,a02d000000HfL6iAAF,1030,3,1236
a02d000000HfK59AAF,a02d000000HfL6iAAF,1031,1,1237
a02d000000HfK5AAAV,a02d000000HfL2nAAF,1040,1,1248
a02d000000HfK5BAAV,a02d000000HfL14AAF,1040,2,1248
a02d000000HfK5CAAV,a02d000000HfL2KAAV,1050,1,1260
a02d000000HfK5DAAV,a02d000000HfL04AAF,1060,1,1272
a02d000000HfK5EAAV,a02d000000HfL7HAAV,1070,1,1284
a02d000000HfK5FAAV,a02d000000HfL14AAF,1070,2,1284
a02d000000HfK5GAAV,a02d000000HfL7HAAV,1070,3,1284
a02d000000HfK5HAAV,a02d000000HfL7HAAV,1070,4,1284
a02d000000HfK5IAAV,a02d000000HfL2nAAF,1080,1,1296
a02d000000HfK5JAAV,a02d000000HfL2nAAF,1090,1,1308
a02d000000HfK5KAAV,a02d000000MadCxAAJ,1120,1,1344
a02d000000HfK5LAAV,a02d000000HfL0xAAF,1120,2,1344
a02d000000HfK5MAAV,a02d000000HfL6jAAF,1120,3,1344
a02d000000HfK5NAAV,a02d000000HfL1EAAV,1121,2,1345
a02d000000HfK5OAAV,a02d000000HfL2nAAF,1130,1,1356
a02d000000HfK5PAAV,a02d000000HfL5YAAV,1130,2,1356
a02d000000HfK5QAAV,a02d000000HfL2KAAV,1150,1,1380
a02d000000HfK5RAAV,a02d000000HfL2KAAV,1170,1,1404
a02d000000HfK5SAAV,a02d000000HfL2KAAV,1180,1,1416
a02d000000HfK5TAAV,a02d000000HfL2nAAF,1190,1,1428
a02d000000HfK5UAAV,a02d000000HfL2NAAV,1200,1,1440
a02d000000HfK5VAAV,a02d000000HfKz9AAF,1200,2,1440
a02d000000HfK5WAAV,a02d000000HfL04AAF,1210,1,1452
a02d000000HfK5XAAV,a02d000000HfL2KAAV,1220,1,1464
a02d000000HfK5YAAV,a02d000000HfL1hAAF,1240,1,1488
a02d000000HfK5ZAAV,a02d000000HfL1rAAF,1241,,1489
a02d000000HfK5aAAF,a02d000000HfL29AAF,1260,1,1512
a02d000000HfK5bAAF,a02d000000HfL2fAAF,1280,1,1536
a02d000000HfK5cAAF,a02d000000HfL2fAAF,1290,1,1548
a02d000000HfK5dAAF,a02d000000HfL6wAAF,1300,1,1560
a02d000000HfK5eAAF,a02d000000HfKzKAAV,1300,2,1560
a02d000000HfK5fAAF,a02d000000Hg4xzAAB,1300,3,1560
a02d000000HfK5gAAF,a02d000000HfL6wAAF,1300,4,1560
a02d000000HfK5hAAF,a02d000000HfKzEAAV,1300,5,1560
a02d000000HfK5iAAF,a02d000000HfL0lAAF,1300,6,1560
a02d000000HfK5jAAF,a02d000000HfL1cAAF,1300,7,1560
a02d000000HfK5kAAF,a02d000000HfKzEAAV,1300,8,1560
a02d000000HfK5lAAF,a02d000000HfKzKAAV,1300,9,1560
a02d000000HfK5mAAF,a02d000000HfL1cAAF,1301,1,1561
a02d000000HfK5nAAF,a02d000000HfL6wAAF,1302,,1562
a02d000000HfK5oAAF,a02d000000HfL6wAAF,1302,1,1562
a02d000000HfK5pAAF,a02d000000HfL6wAAF,1303,1,1564
a02d000000HfK5qAAF,a02d000000HfL6wAAF,1303,2,1564
a02d000000HfK5rAAF,a02d000000HfL6wAAF,1303,3,1564
a02d000000HfK5sAAF,a02d000000HfL1cAAF,1303,4,1564
a02d000000HfK5tAAF,a02d000000HfL6wAAF,1304,,1565
a02d000000HfK5uAAF,a02d000000HfKzKAAV,1305,,1566
a02d000000HfK5vAAF,a02d000000HfL5lAAF,1310,1,1572
a02d000000HfK5wAAF,a02d000000HfKzKAAV,1310,2,1572
a02d000000HfK5xAAF,a02d000000HfL0lAAF,1310,3,1572
a02d000000HfK5yAAF,a02d000000HfKzKAAV,1310,4,1572
a02d000000HfK5zAAF,a02d000000HfKzEAAV,1310,5,1572
a02d000000HfK60AAF,a02d000000HfL5lAAF,1320,1,1584
a02d000000HfK61AAF,a02d000000HfL5lAAF,1330,1,1596
a02d000000HfK62AAF,a02d000000HfKzKAAV,1330,2,1596
a02d000000HfK63AAF,a02d000000HfKzEAAV,1330,3,1596
a02d000000HfK64AAF,a02d000000HfL0lAAF,1330,4,1596
a02d000000HfK65AAF,a02d000000HfL2fAAF,1340,1,1608
a02d000000HfK66AAF,a02d000000HfKzKAAV,1340,2,1608
a02d000000HfK67AAF,a02d000000HfL0lAAF,1340,3,1608
a02d000000HfK68AAF,a02d000000HfKzEAAV,1340,4,1608
a02d000000HfK69AAF,a02d000000HfL5lAAF,1360,1,1632
a02d000000HfK6AAAV,a02d000000HfL2FAAV,1360,2,1632
a02d000000HfK6BAAV,a02d000000HfKzEAAV,1360,3,1632
a02d000000HfK6CAAV,a02d000000HfL2fAAF,1370,1,1644
a02d000000HfK6DAAV,a02d000000HfL2fAAF,1380,1,1656
a02d000000HfK6EAAV,a02d000000HfL2fAAF,1380,2,1656
a02d000000HfK6FAAV,a02d000000HfKzVAAV,1400,1,1680
a02d000000HfK6GAAV,a02d000000HfL1JAAV,1400,2,1680
a02d000000HfK6HAAV,a02d000000HfKzVAAV,1400,3,1680
a02d000000HfK6IAAV,a02d000000HfKzVAAV,1400,4,1680
a02d000000HfK6JAAV,a02d000000HfKzVAAV,1410,1,1692
a02d000000HfK6KAAV,a02d000000HfKzVAAV,1420,1,1704
a02d000000HfK6LAAV,a02d000000HfKzVAAV,1430,1,1716
a02d000000HfK6MAAV,a02d000000HfL2fAAF,1440,1,1728
a02d000000HfK6NAAV,a02d000000HfL1oAAF,1450,1,1740
a02d000000HfK6OAAV,a02d000000HfL1hAAF,1460,1,1752
a02d000000HfK6PAAV,a02d000000HfL2gAAF,1500,1,1800
a02d000000HfK6QAAV,a02d000000HfL5aAAF,1500,2,1800
a02d000000HfK6RAAV,a02d000000HfL0nAAF,1500,3,1800
a02d000000HfK6SAAV,a02d000000HfL2kAAF,1502,1,1802
a02d000000HfK6TAAV,a02d000000HfL2gAAF,1510,1,1812
a02d000000HfK6UAAV,a02d000000HfL2gAAF,1520,1,1824
a02d000000HfK6VAAV,a02d000000HfL5aAAF,1520,2,1824
a02d000000HfK6WAAV,a02d000000HfL2gAAF,1530,1,1836
a02d000000HfK6XAAV,a02d000000Hg4xzAAB,1570,,1884
a02d000000HfK6YAAV,a02d000000HfKzLAAV,1710,1,2052
a02d000000HfK6ZAAV,a02d000000HfKzLAAV,1720,1,2064
a02d000000HfK6aAAF,a02d000000HfL1CAAV,1720,2,2064
a02d000000HfK6bAAF,a02d000000HfKzLAAV,1720,3,2064
a02d000000HfK6cAAF,a02d000000HfKzLAAV,1720,4,2064
a02d000000HfK6dAAF,a02d000000Ii6nBAAR,1920,1,2304
a02d000000HfK6eAAF,a02d000000HfKzBAAV,1930,,2316
a02d000000HfK6fAAF,a02d000000HfL2TAAV,1950,1,2340
a02d000000HfK6gAAF,a02d000000HfL23AAF,1960,1,2352
a02d000000HfK6hAAF,a02d000000HfL2TAAV,1970,1,2364
a02d000000HfK6iAAF,a02d000000HfL1dAAF,1990,1,2388
a02d000000HfK6jAAF,a02d000000HfL1EAAV,2000,,2400
a02d000000HfK6kAAF,a02d000000HfKzjAAF,2000,1,2400
a02d000000HfK6lAAF,a02d000000HfL2rAAF,2000,2,2400
a02d000000HfK6mAAF,a02d000000HfKzoAAF,2000,3,2400
a02d000000HfK6nAAF,a02d000000HfKzjAAF,2010,1,2412
a02d000000HfK6oAAF,a02d000000HfKzjAAF,2020,1,2424
a02d000000HfK6pAAF,a02d000000HfKzJAAV,2080,1,2496
a02d000000HfK6qAAF,a02d000000HfL7WAAV,2100,1,2520
a02d000000HfK6rAAF,a02d000000HfL2xAAF,2100,2,2520
a02d000000HfK6sAAF,a02d000000HfKzoAAF,2100,3,2520
a02d000000HfK6tAAF,a02d000000HfL2vAAF,2100,4,2520
a02d000000HfK6uAAF,a02d000000HfL03AAF,2100,5,2520
a02d000000HfK6vAAF,a02d000000HfL7WAAV,2100,6,2520
a02d000000HfK6wAAF,a02d000000HfL31AAF,2100,7,2520
a02d000000HfK6xAAF,a02d000000HfL7WAAV,2101,1,2521
a02d000000HfK6yAAF,a02d000000HfL7WAAV,2101,2,2521
a02d000000HfK6zAAF,a02d000000HfL7WAAV,2105,1,2526
a02d000000HfK70AAF,a02d000000HfL1VAAV,2110,1,2532
a02d000000HfK71AAF,a02d000000HfL2xAAF,2110,2,2532
a02d000000HfK72AAF,a02d000000HfL1VAAV,2110,3,2532
a02d000000HfK73AAF,a02d000000HfKzJAAV,2120,1,2544
a02d000000HfK74AAF,a02d000000HfKzJAAV,2130,1,2556
a02d000000HfK75AAF,a02d000000HfKzJAAV,2130,2,2556
a02d000000HfK76AAF,a02d000000HfL03AAF,2130,3,2556
a02d000000HfK77AAF,a02d000000HfL31AAF,2130,4,2556
a02d000000HfK78AAF,a02d000000HfL1bAAF,2150,1,2580
a02d000000HfK79AAF,a02d000000HfL31AAF,2160,1,2592
a02d000000HfK7AAAV,a02d000000HfL03AAF,2160,2,2592
a02d000000HfK7BAAV,a02d000000HfL31AAF,2160,3,2592
a02d000000HfK7CAAV,a02d000000HfL31AAF,2160,4,2592
a02d000000HfK7DAAV,a02d000000HfL31AAF,2170,1,2604
a02d000000HfK7EAAV,a02d000000HfL31AAF,2180,1,2616
a02d000000HfK7FAAV,a02d000000HfL2QAAV,2200,1,2640
a02d000000HfK7GAAV,a02d000000HfL5aAAF,2210,1,2652
a02d000000HfK7HAAV,a02d000000HfKztAAF,2210,2,2652
a02d000000HfK7IAAV,a02d000000HfKztAAF,2210,3,2652
a02d000000HfK7JAAV,a02d000000HfL5VAAV,2210,4,2652
a02d000000HfK7KAAV,a02d000000HfL08AAF,2220,1,2664
a02d000000HfK7LAAV,a02d000000HfL5aAAF,2220,2,2664
a02d000000HfK7MAAV,a02d000000HfL2QAAV,2220,3,2664
a02d000000HfK7NAAV,a02d000000HfL08AAF,2220,4,2664
a02d000000HfK7OAAV,a02d000000HfKztAAF,2230,1,2676
a02d000000HfK7PAAV,a02d000000HfL08AAF,2240,1,2688
a02d000000HfK7QAAV,a02d000000HfL1BAAV,2250,1,2700
a02d000000HfK7RAAV,a02d000000HfL08AAF,2250,2,2700
a02d000000HfK7SAAV,a02d000000HfL2QAAV,2250,3,2700
a02d000000HfK7TAAV,a02d000000HfL08AAF,2250,4,2700
a02d000000HfK7UAAV,a02d000000HfKztAAF,2260,1,2712
a02d000000HfK7VAAV,a02d000000HfKztAAF,2270,1,2724
a02d000000HfK7WAAV,a02d000000HfL2QAAV,2270,2,2724
